"sample" "Activity" "TimeBodyAccelerometerMean()-Y" "TimeBodyAccelerometerMean()-Z" "TimeGravityAccelerometerMean()-X" "TimeGravityAccelerometerMean()-Y" "TimeGravityAccelerometerMean()-Z" "TimeBodyAccelerometerJerkMean()-X" "TimeBodyAccelerometerJerkMean()-Y" "TimeBodyAccelerometerJerkMean()-Z" "TimeBodyGyroscopeMean()-X" "TimeBodyGyroscopeMean()-Y" "TimeBodyGyroscopeMean()-Z" "TimeBodyGyroscopeJerkMean()-X" "TimeBodyGyroscopeJerkMean()-Y" "TimeBodyGyroscopeJerkMean()-Z" "TimeBodyAccelerometerMagnitudeMean()" "TimeGravityAccelerometerMagnitudeMean()" "TimeBodyAccelerometerJerkMagnitudeMean()" "TimeBodyGyroscopeMagnitudeMean()" "TimeBodyGyroscopeJerkMagnitudeMean()" "FrequencyBodyAccelerometerMean()-X" "FrequencyBodyAccelerometerMean()-Y" "FrequencyBodyAccelerometerMean()-Z" "FrequencyBodyAccelerometerMeanFreq()-X" "FrequencyBodyAccelerometerMeanFreq()-Y" "FrequencyBodyAccelerometerMeanFreq()-Z" "FrequencyBodyAccelerometerJerkMean()-X" "FrequencyBodyAccelerometerJerkMean()-Y" "FrequencyBodyAccelerometerJerkMean()-Z" "FrequencyBodyAccelerometerJerkMeanFreq()-X" "FrequencyBodyAccelerometerJerkMeanFreq()-Y" "FrequencyBodyAccelerometerJerkMeanFreq()-Z" "FrequencyBodyGyroscopeMean()-X" "FrequencyBodyGyroscopeMean()-Y" "FrequencyBodyGyroscopeMean()-Z" "FrequencyBodyGyroscopeMeanFreq()-X" "FrequencyBodyGyroscopeMeanFreq()-Y" "FrequencyBodyGyroscopeMeanFreq()-Z" "FrequencyBodyAccelerometerMagnitudeMean()" "FrequencyBodyAccelerometerMagnitudeMeanFreq()" "FrequencyBodyAccelerometerJerkMagnitudeMean()" "FrequencyBodyAccelerometerJerkMagnitudeMeanFreq()" "FrequencyBodyGyroscopeMagnitudeMean()" "FrequencyBodyGyroscopeMagnitudeMeanFreq()" "FrequencyBodyGyroscopeJerkMagnitudeMean()" "FrequencyBodyGyroscopeJerkMagnitudeMeanFreq()" "TimeBodyAccelerometerSTD()-X" "TimeBodyAccelerometerSTD()-Y" "TimeBodyAccelerometerSTD()-Z" "TimeGravityAccelerometerSTD()-X" "TimeGravityAccelerometerSTD()-Y" "TimeGravityAccelerometerSTD()-Z" "TimeBodyAccelerometerJerkSTD()-X" "TimeBodyAccelerometerJerkSTD()-Y" "TimeBodyAccelerometerJerkSTD()-Z" "TimeBodyGyroscopeSTD()-X" "TimeBodyGyroscopeSTD()-Y" "TimeBodyGyroscopeSTD()-Z" "TimeBodyGyroscopeJerkSTD()-X" "TimeBodyGyroscopeJerkSTD()-Y" "TimeBodyGyroscopeJerkSTD()-Z" "TimeBodyAccelerometerMagnitudeSTD()" "TimeGravityAccelerometerMagnitudeSTD()" "TimeBodyAccelerometerJerkMagnitudeSTD()" "TimeBodyGyroscopeMagnitudeSTD()" "TimeBodyGyroscopeJerkMagnitudeSTD()" "FrequencyBodyAccelerometerSTD()-X" "FrequencyBodyAccelerometerSTD()-Y" "FrequencyBodyAccelerometerSTD()-Z" "FrequencyBodyAccelerometerJerkSTD()-X" "FrequencyBodyAccelerometerJerkSTD()-Y" "FrequencyBodyAccelerometerJerkSTD()-Z" "FrequencyBodyGyroscopeSTD()-X" "FrequencyBodyGyroscopeSTD()-Y" "FrequencyBodyGyroscopeSTD()-Z" "FrequencyBodyAccelerometerMagnitudeSTD()" "FrequencyBodyAccelerometerJerkMagnitudeSTD()" "FrequencyBodyGyroscopeMagnitudeSTD()" "FrequencyBodyGyroscopeJerkMagnitudeSTD()"
"SITTING" 7 0.273042315319149 -0.018856912793617 0.605328730212766 0.934771681276596 -0.158928675106383 0.441509638446809 0.0800619733276596 0.0110899195680851 0.552134625319149 0.00813220918 -0.0827424661617021 0.0234078968042553 -0.129195815889915 -0.036692167393617 -0.422618117638298 -0.0807375260255319 -0.0807375260255319 0.113953895425532 0.110637682678936 0.505631212638298 -0.352255430851064 -0.0681862122042553 -0.710310964042553 -0.31873158606383 0.148192782340426 -0.833768522340426 -0.397098616382979 -0.131416973912128 -0.377872340425532 -0.306285823191489 -0.306322445957447 -0.83294375787234 -0.312444875404255 -0.156518195048936 -0.59941306212766 0.102274857085106 0.263990278914894 -0.912751876170213 -0.738811444893617 -0.613497798297872 -0.879770344468085 -0.225764908021277 -0.805782866595745 -0.586431788978723 -0.880445791914894 -0.112351777319149 -0.337730037659574 -0.0755937668085106 -0.152041058797851 -0.979972416170213 -0.968230326170213 -0.00874676445531915 -0.356956956382979 -0.0613960245744681 0.0612343087574468 -0.498665595744681 -0.232080664489362 -0.0427687323782979 -0.207856945495745 -0.178519157938298 -0.109160562208511 -0.109160562208511 -0.207749298191489 -0.304587330638298 -0.305534030382979 0.0217640953759574 -0.332883676382979 -0.138988940978723 -0.128464882891064 -0.37263235212766 -0.0475271154382979 -0.373169655106383 -0.55933087893617 -0.289347480085106 -0.1617272114 -0.058950226447234 -0.193226115992979 -0.158579204556809
"SITTING" 8 0.268426547414634 -0.0230897153341463 0.071020647897561 0.879452003902439 -0.266010173658537 -0.0128973614634146 0.105452287012683 -0.012317701902439 0.206583260168293 0.0940269120731707 -0.150638687404878 0.161916638341463 -0.118492340026829 -0.0117891509756098 -0.170988469243902 -0.0934353749146341 -0.0934353749146341 -0.0654886694268293 0.0089820263 -0.0949053412658537 -0.0784487412439024 0.318444222829268 -0.716697935121951 -0.262392567512195 -0.0740721999902439 -0.802294226829268 -0.0730162994878049 0.0491449024390244 -0.457560975609756 -0.10753471384878 -0.368738691219512 -0.812502901463415 -0.192563084414634 -0.00854290363658537 -0.868797308048781 -0.18115297285122 -0.104036783002439 -0.875331025853659 -0.631623212219512 -0.809506623414634 -0.835849785121951 -0.824211958536585 -0.801125702853658 -0.708635216853658 -0.858304296341463 -0.117725588390244 -0.122807030604878 0.37849208902439 -0.157442644593171 -0.930770377073171 -0.936795189756098 -0.0473714196829268 -0.0653177465121951 0.084661302604878 -0.0115829737341463 -0.335012573834146 -0.0231142507682927 -0.0442051312439024 -0.333893943621951 -0.300195411147317 0.141091707926829 0.141091707926829 -0.00819048724634147 0.15956067965122 -0.302167653658537 0.0236526375219512 -0.142850806763415 0.320177457219512 -0.207382555780488 -0.144326446304878 0.0468054204829268 0.138657959543902 -0.382521274487805 -0.0437170838536585 -0.0117685807097561 0.00836520412195122 -0.131147352365854 -0.336906325956098
"SITTING" 9 0.284357451315789 -0.0211962731381579 0.170976361534211 0.964550776578947 -0.0852296955052632 0.184345882805263 0.115894473428947 0.00176885639473684 0.0192339788131579 -0.0835915409473684 -0.0502854796236842 0.243169992571053 -0.0904314013736842 -0.0569516929736842 0.124499635097368 0.0207009778315789 0.0207009778315789 -0.0980353022947368 -0.2085537015 -0.189953274639474 -0.279968664394737 -0.307517034473684 -0.732793521052632 -0.392112273376316 -0.0829957732947368 -0.935994158157895 -0.357319042421053 -0.449429027631579 -0.544210526315789 -0.373146741684211 -0.375860767078947 -0.935970491842105 -0.413350142368421 -0.544981369184211 -0.666061707894737 -0.267721254205263 -0.121550528683421 -0.970699566315789 -0.524500905263158 -0.705104045526316 -0.884711776578947 -0.282585246815789 -0.812415655421053 -0.692195010473684 -0.883040933157895 -0.108027268315789 -0.222421343315789 -0.246915653684211 -0.0380200670205263 -0.966329050789474 -0.950366262894737 -0.00671661594736842 -0.288854768131579 -0.406091253684211 0.0952450681736842 -0.452133209210526 -0.542485473421053 -0.0623548538868421 -0.616736340263158 -0.656758774473684 -0.139506024921053 -0.139506024921053 -0.334431418910526 -0.291902804157895 -0.619690575789474 -0.311880583736842 -0.202915779618421 -0.266251297605263 -0.467947020631579 -0.283263582078947 -0.400934011 -0.353936768065789 -0.470101995526316 -0.545876859736842 -0.286944685710526 -0.325971887815789 -0.539244775 -0.684202167368421
"SITTING" 10 0.276731938732394 -0.0162701044323944 0.0374282231267606 0.485539688169014 -0.357240604901408 0.265032632169014 0.0876211948901408 0.00568989894408451 -0.181530993835211 -0.00932370106478873 -0.0779004036887324 0.105840377030986 -0.110573045626761 -0.0376779037915493 0.0811209545647887 -0.18897741997731 -0.18897741997731 -0.0328745593732394 0.00857418169295775 -0.158290484473239 -0.717803640028169 -0.705830149769014 -0.856988081126761 -0.108169851971831 0.190147330619718 -0.965784330704225 -0.719981365070423 -0.730710864575634 -0.172957746478873 -0.0138623873429577 -0.0963020960916901 -0.967002638732394 -0.781416961267606 -0.784782788873239 -0.807673628450704 -0.0528994999112676 -0.110993231343662 -0.977717182535211 -0.900922777873239 -0.702570093647887 -0.867203218732394 -0.675345662661972 -0.859877211690141 -0.667148127042254 -0.898502123661972 -0.109298470859155 -0.737881357464789 -0.718044676929578 0.152791591901408 -0.97860737943662 -0.968578349577465 -0.00310430691549296 -0.702118985490141 -0.719574064560563 0.109760416112676 -0.825425435774648 -0.74896243971831 -0.063448897 -0.815201413098592 -0.849628162394366 -0.726973616277465 -0.726973616277465 -0.747861964211268 -0.723528130929577 -0.834022677464789 -0.810157524647887 -0.746838930732394 -0.742943833901408 -0.831780246056338 -0.710039595276056 -0.727210232929577 -0.744694185704225 -0.839729860985916 -0.731254672309859 -0.711484605053521 -0.690584632394366 -0.806378135774648 -0.853130657746479
"SITTING" 11 0.276557785853659 -0.0176037668365854 -0.0962388083284146 0.911907781219512 -0.00396974390243902 -0.010096808504878 0.0772519124146342 0.0090767348997561 -0.113946434207317 -0.031206586097561 -0.074062623902439 0.0541607957804878 -0.0984649414878049 -0.0396865655121951 0.0958243902439024 -0.252605001 -0.252605001 -0.0642017101878049 0.0704528421219512 -0.32129548297561 -0.989963621707317 -0.956481162926829 -0.797373358048781 0.0153890416292683 0.0268213437853659 -0.999650317804878 -0.989409076341463 -0.975117332439024 -0.0946341463414634 0.239040101114634 -0.0751971879268293 -0.99968188 -0.978785536097561 -0.991994438048781 -0.885618166341463 -0.119455978192683 0.0395154674878049 -0.999861687073171 -0.890664423414634 -0.579093731463415 -0.947348045121951 -0.70584421604878 -0.929956222439024 -0.541318691 -0.903987611609756 -0.109718866463415 -0.99136531097561 -0.949909826829268 0.124516674317073 -0.991062160731707 -0.969807318536585 0.000868699472926829 -0.989443243170732 -0.975105832439024 0.0962064972682927 -0.980623594390244 -0.992056242439024 -0.0544006555121951 -0.986630529756098 -0.993873418780488 -0.978055320731707 -0.978055320731707 -0.986573151463415 -0.971046497317073 -0.992190483658537 -0.982473732439024 -0.99204873902439 -0.949219692439024 -0.985585596829268 -0.990483666585366 -0.977006090487805 -0.970680355365854 -0.981338848292683 -0.99211784 -0.971355132439024 -0.983912714878049 -0.976763045365854 -0.990547631463415
"SITTING" 12 0.272483079298246 -0.0249348794776575 0.186152886894737 0.94740021631579 -0.212709049824561 0.285773378410526 0.0844532341807018 0.00356881128070176 0.0661248571166667 -0.0824355603649123 -0.0459275408719298 0.0188257566631579 -0.0359481085438597 -0.0421418420315789 0.00947479853859649 0.177971448563158 0.177971448563158 0.138543512576491 -0.163375054085965 0.00338361901087719 -0.170692400994737 -0.0726074111140351 -0.713900132877193 -0.390725526526316 0.0432506445421053 -0.934811703859649 -0.250463465052456 -0.194879304582456 -0.388070175438597 -0.329666249508772 -0.342820316315789 -0.937102426666667 -0.355340353859649 -0.53458196877193 -0.754385964912281 -0.0864739300701754 -0.122047068964912 -0.930935651403509 -0.607985480701754 -0.698159324736842 -0.903648004210526 -0.333439790463158 -0.835357625263158 -0.701148609473684 -0.888610410877193 -0.10934737777193 -0.161382637859649 -0.0977608501368421 -0.0411423853684211 -0.963544097368421 -0.947179851754386 0.0182134079421053 -0.22433467822807 -0.159590279432281 0.0872375587789474 -0.490562635822807 -0.508237182280702 -0.0620055377666667 -0.45680316245614 -0.655946645263158 -0.150303954577193 -0.150303954577193 -0.293044333350877 -0.308091494736842 -0.581920918947368 -0.456347120175439 -0.158981949175439 -0.169983699726316 -0.552380793684211 -0.267445509754386 -0.179197628131579 -0.324097331877193 -0.53512327277193 -0.503882596140351 -0.116573579350877 -0.175335479947368 -0.488946146140351 -0.605730230701754
"SITTING" 13 0.279839799148936 -0.0148122619851064 0.235124569914894 0.938841999361702 -0.247003879361702 0.20462256005383 0.0818888711702128 0.00594596139425532 0.101800195720426 -0.0448707517438298 -0.0651209059787234 -0.414786569085106 -0.100626422978723 -0.047761723106383 -0.33931856087234 -0.0441844569851064 -0.0441844569851064 -0.0583566060851064 -0.047354176087234 0.0289788832765957 -0.951290093617021 -0.909334356595745 -0.965630114255319 -0.0186681003510638 -0.0456959988191489 -0.996557467021277 -0.96122308787234 -0.94597531106383 -0.131914893617021 0.196570946686383 -0.0743006261702128 -0.998094958297872 -0.931867302978723 -0.931809936595745 -0.891415993191489 -0.257484770361702 -0.197513102340426 -0.998117376808511 -0.875275127851064 -0.66174272687234 -0.881796689574468 -0.796045353914894 -0.91816694 -0.584081697148936 -0.876393109787234 -0.108637716531915 -0.946464628085106 -0.890531028957447 -0.0236809917021277 -0.989305150851064 -0.972149987234043 -0.0205470126680851 -0.957179087021277 -0.944260086170213 0.0988552261914894 -0.934535751489362 -0.929370895319149 -0.0491787447446808 -0.957509587659575 -0.954676844255319 -0.915984088340426 -0.915984088340426 -0.955163542553191 -0.909474740212766 -0.95958943893617 -0.929022443829787 -0.944884180638298 -0.887830721212766 -0.958758653191489 -0.956913337446809 -0.946434608723404 -0.931778466595745 -0.936188878297872 -0.928639292978723 -0.93296948787234 -0.950188680212766 -0.924031069787234 -0.950833768510638
"SITTING" 14 0.240233709090909 -0.0108158604318182 0.0222270776272727 0.50009710419697 0.160117726692424 0.166106188318182 0.0944060109545455 -0.006050284263 0.00371395448636363 -0.0137192696693939 -0.122780319166667 -0.353082705469697 -0.0990659061666667 -0.044844991430303 -0.130011897940152 0.018049469695303 0.018049469695303 -0.155451535622727 0.00923540247575758 -0.319512853621212 -0.949424892272727 -0.92849524969697 -0.93473193469697 -0.295576794771212 -0.120904394216667 -0.99801032 -0.976277371666667 -0.968437621363636 -0.39030303030303 -0.0768955600742424 -0.219237866348485 -0.999460568030303 -0.963723140757576 -0.953775848181818 -0.898641588181818 -0.134009214713333 -0.39307187769697 -0.999208116060606 -0.927899686212121 -0.559287873924242 -0.890331890454545 -0.75919814555 -0.966588967272727 -0.493961190283333 -0.905723906060606 -0.0895112637136364 -0.938093718545455 -0.907676658030303 0.246854390893939 -0.900415094393939 -0.946192917727273 -0.0260977146015152 -0.975655058181818 -0.967451533939394 0.128690804681818 -0.968634900909091 -0.944900234242424 -0.0519365757878788 -0.981410139848485 -0.978774389393939 -0.914992465909091 -0.914992465909091 -0.974776859090909 -0.915241308030303 -0.982939201818182 -0.931240793030303 -0.934341400651515 -0.903313412378788 -0.97115747530303 -0.977222068181818 -0.968801012727273 -0.950295792878788 -0.970306654090909 -0.940521298787879 -0.911206786378788 -0.970579543181818 -0.947126244242424 -0.978633716969697
"SITTING" 15 0.279321118235294 -0.0154284197954412 -0.250819560661765 0.249212918264706 0.485692856176471 -0.220861291411765 0.0846514812205882 0.0142814436761765 -0.182375647511765 -0.0469472701673529 -0.0626378896073529 -0.109056782356176 -0.0973993832647059 -0.0483862560529412 -0.130389512745588 -0.0706544995629412 -0.0706544995629412 -0.0501351864235294 -0.0346722182673382 -0.246328287897059 -0.708100368529412 -0.53028248225 -0.866515836323529 -0.213326783897059 0.168162933661706 -0.989478826911765 -0.733563826029412 -0.609021726788235 -0.304705882352941 -0.0189076843729412 -0.136654811014706 -0.988501185882353 -0.672685221705882 -0.768245302352941 -0.727180527205882 -0.116480392551471 -0.197086894432353 -0.98828043 -0.862068965 -0.687561228661765 -0.864145657382353 -0.723582296617647 -0.821266968382353 -0.666863490588235 -0.910830998235294 -0.114508239264706 -0.715981338235294 -0.523049574691177 0.10488320225 -0.976385727647059 -0.982181195588235 -0.00739072817280882 -0.725216379117647 -0.594212007102941 0.0846229969723529 -0.712698649117647 -0.703855274411765 -0.0552455980808824 -0.705279392794118 -0.849489299117647 -0.659069152220588 -0.659069152220588 -0.7169833575 -0.664710416176471 -0.805362440147059 -0.826840293823529 -0.719350356029412 -0.549259369322794 -0.868233723823529 -0.741367035294118 -0.605939061572941 -0.805908974264706 -0.726870060294118 -0.673349493573529 -0.673364242372794 -0.691329093235294 -0.7480148225 -0.835624193970588
"SITTING" 16 0.279345167659574 -0.0189742172534043 0.233289625508511 0.636105154680851 -0.196322848851064 0.195721556659574 0.0852828681489362 0.0141210365129787 0.10734365687234 -0.00767479386680851 -0.0895298839 -0.0225389286808511 -0.100516632776596 -0.036217543312766 0.0579119239021277 -0.114468618279574 -0.114468618279574 -0.00667211714680851 -0.128592124940426 -0.149213207659574 -0.526571612978723 -0.444477566808511 -0.702127658085106 -0.383522479489362 -0.043876876987234 -0.941539690638298 -0.565144333404255 -0.554719745957447 -0.328510638297872 -0.265413220212766 -0.339932053840426 -0.948891730638298 -0.686537239361702 -0.709717926170213 -0.66837857893617 -0.184583016131915 -0.122853072191489 -0.987747151702128 -0.671313278297872 -0.749103566170213 -0.895981084893617 -0.610757696170213 -0.741407528510638 -0.678364443191489 -0.893954742978723 -0.106542568234043 -0.53651805212766 -0.439212547021277 0.0361477472340426 -0.972444698297872 -0.969468289574468 0.0112016705959574 -0.52829862787234 -0.529244907446809 0.0828716535531915 -0.729071507659575 -0.708952908723404 -0.0555236783106383 -0.743213854893617 -0.780621647659574 -0.419391491276596 -0.419391491276596 -0.497846063829787 -0.593730929574468 -0.74665363106383 -0.415437056382979 -0.540754418085106 -0.472051140425532 -0.548490802340426 -0.531940783191489 -0.533621506808511 -0.553384034042553 -0.743382696595745 -0.711286586170213 -0.532270973191489 -0.509842386595745 -0.734042961914894 -0.779518703191489
"SITTING" 17 0.27335412 -0.0183881581419231 -0.592910908269231 -0.137966858269231 0.627335674269231 -0.867031851442308 0.0722924706461539 0.0108870501576923 -0.0272512772903846 -0.0119223099935385 -0.0847063840769231 0.268070000881635 -0.105163769903846 -0.0409775218461538 0.00449571105769231 -0.193026604480769 -0.193026604480769 -0.0603024767669231 -0.262534543673077 0.0582649754884615 -0.952257122307692 -0.915918858173077 -0.985207100576923 -0.0999877646442308 0.0627160183461538 -0.998316740192308 -0.958024250769231 -0.933489928230769 -0.248461538461538 0.174304763946154 0.0558347580259615 -0.998208090769231 -0.952691768076923 -0.956430623076923 -0.960212200961538 0.000975998447115386 0.00176760071153846 -0.998781411730769 -0.970822281346154 -0.102515923825 -0.833943833846154 -0.747692904826923 -0.9437869825 -0.0897509959230769 -0.927350429230769 -0.106687204461538 -0.948270013076923 -0.909293764721154 0.658112259038461 -0.973480661923077 -0.971941961346154 -0.00320487600288462 -0.954536197307692 -0.928299830673077 0.0816831825961538 -0.957545245384615 -0.954934639038462 -0.0559542638076923 -0.9621402175 -0.961308260576923 -0.922058115192308 -0.922058115192308 -0.949838303076923 -0.940041299615385 -0.964561613076923 -0.9439367975 -0.9468154825 -0.91102808925 -0.962925444230769 -0.9550623375 -0.927707183826923 -0.954570508076923 -0.959265629038462 -0.954504093846154 -0.943731901346154 -0.946107656538462 -0.954518648076923 -0.965538027884615
"SITTING" 18 0.276348540555556 -0.0150614190680556 -0.0115292386291667 0.573059054861111 0.237162655625 -0.00954105530972222 0.0758824782222222 0.00851239607881944 -0.0351057330694444 -0.0304364076 -0.0704903078930555 -0.288609928559722 -0.0967704125972222 -0.0396738379513889 -0.0567256570927778 -0.250112567013889 -0.250112567013889 -0.137470961529167 -0.187337457884861 -0.114273267822778 -0.990697764722222 -0.978482826805556 -0.911324786291667 -0.0145300373064306 0.141298488627778 -0.999821932361111 -0.990786078333333 -0.9843807825 -0.137222222222222 0.200143729027778 -0.0171758972805556 -0.999829629166667 -0.988804754583333 -0.987849666388889 -0.924329501805556 0.0515406868180556 -0.123204436358333 -0.999890825972222 -0.808429118166667 -0.738132899652778 -0.777336860138889 -0.875169618333333 -0.940170940416667 -0.585130153541667 -0.891975309166667 -0.111528484944444 -0.990913052777778 -0.977275646666667 0.302684310263889 -0.989597068194444 -0.987282770277778 0.00187719850494444 -0.990533558472222 -0.984531887638889 0.0853779493055556 -0.990159362777778 -0.985654459861111 -0.0550337370875 -0.994303691527778 -0.993397579444444 -0.98426753 -0.98426753 -0.989779083472222 -0.975742012361111 -0.994298258611111 -0.985448965277778 -0.991057353194444 -0.977213244305556 -0.989338009583333 -0.991098916666667 -0.985900955694444 -0.980915881944444 -0.990619478611111 -0.984480945694444 -0.985886950277778 -0.990382483611111 -0.984008735416667 -0.99410416125
"SITTING" 19 0.273862340681818 -0.0141529840977273 0.348448242340909 0.490064497727273 0.382983312954545 0.3522086875 0.0735149079795454 0.0161017242859091 -0.0192729897272727 -0.0244283665090909 -0.031052734 -0.52627105375 -0.0947907158204545 -0.0459185752954545 -0.116429679818182 -0.0968491904227273 -0.0968491904227273 -0.104386289295455 0.162172663886364 -0.118014281627273 -0.978845645909091 -0.953896679318182 -0.972027971590909 -0.353024345756818 -0.0351450852179545 -0.999485502272727 -0.987445926363636 -0.978411276590909 -0.247272727272727 0.0943270138659091 -0.0542349137727273 -0.999755404772727 -0.965460166818182 -0.962663130681818 -0.967084639545455 -0.0627963389977273 -0.408345716431818 -0.999863939318182 -0.957680250227273 -0.39047695025 -0.784992785454545 -0.767900187272727 -0.9720279725 -0.324779589681818 -0.951659451818182 -0.108386670545455 -0.974780648636364 -0.935526710681818 0.498900467068182 -0.966646177272727 -0.954921112272727 0.008230362715 -0.987720053863636 -0.978919328181818 0.0921618835143182 -0.963528335 -0.949820155454545 -0.0574684432909091 -0.986811841590909 -0.988224627045455 -0.952461732727273 -0.952461732727273 -0.986390359090909 -0.905818591363636 -0.989010600227273 -0.963859739772727 -0.973151155681818 -0.930842079090909 -0.985224661590909 -0.989199765227273 -0.981214662045455 -0.968842133409091 -0.963765750454545 -0.943625304090909 -0.960451152045455 -0.985196969090909 -0.951370027727273 -0.988065425681818
"SITTING" 20 0.2645440645 -0.0142701895978333 0.107034011289333 0.87044256785 0.120612548966667 0.0504084667833333 0.0800770708833333 0.00743872204166667 0.112725287056667 -0.0331139669816667 -0.0688447043833333 -0.2958050984 -0.0963654469666667 -0.042136096595 -0.131004087383333 -0.15090467995 -0.15090467995 -0.183933418114667 -0.0159037117666667 -0.142835206733333 -0.974218258333333 -0.947744885 -0.907692307666667 -0.090793198895 0.01865881245 -0.9992084915 -0.981576554166667 -0.971740139 -0.364666666666667 0.132228836158333 -0.107150956482833 -0.999437390333333 -0.9705482565 -0.963056685666667 -0.909195402333333 -0.000579438721666666 -0.262963945933333 -0.9995450555 -0.832183907816667 -0.619316639956667 -0.887301587666667 -0.767002987333333 -0.945299146 -0.546888683333333 -0.940211640833333 -0.108649205483333 -0.9741330895 -0.9401130045 0.163485535268333 -0.960605897666667 -0.9668161515 0.00543550939738333 -0.981563281166667 -0.971479911 0.0719019215666667 -0.976629264 -0.960521398 -0.0468790766833333 -0.979442748 -0.977222008666667 -0.9500400645 -0.9500400645 -0.979277374166667 -0.933578062666667 -0.982778407166667 -0.952279421333333 -0.974250336333333 -0.9393922375 -0.9729398935 -0.9833131295 -0.9733221975 -0.951353941833333 -0.978648692166667 -0.9595724885 -0.942570686333333 -0.970540203833333 -0.952524229166667 -0.973503532
"SITTING" 21 0.276787621604938 -0.0176294304860494 0.158873562111111 0.67476506 -0.194617219753086 -0.0479683098641975 0.090389490408642 -0.00847731295691358 0.253157502407407 -0.0280545118271605 -0.0773160684037037 0.00396897438888889 -0.0967639668962963 -0.0440111809277778 -0.122757821325926 0.0323082106209877 0.0323082106209877 -0.0129249135379012 -0.102465965932099 -0.182259482535802 -0.609797103555556 -0.488587926939506 -0.819563152308642 -0.327624667345679 -0.0451470263567901 -0.954998183333333 -0.635351563135802 -0.600693243214815 -0.348148148148148 -0.0419089864246914 -0.189384839111111 -0.955718918395062 -0.68651809037037 -0.697860618888889 -0.795657726555556 -0.152937799 -0.239659277785185 -0.970286517777778 -0.756492123580247 -0.540988578987654 -0.861258081061728 -0.523533639716049 -0.898702121234568 -0.542125552204938 -0.889868704296296 -0.109586580260494 -0.574201110296296 -0.438921127962963 -0.0437599061728395 -0.966575971975309 -0.965540791358025 -0.00530134666567901 -0.612764682313086 -0.586761176802383 0.0818064968135803 -0.738436731604938 -0.709827051481482 -0.0426976453035802 -0.74926366 -0.770192676790123 -0.514791230022222 -0.514791230022222 -0.624708622076543 -0.614465030655556 -0.762681912592593 -0.640144755771605 -0.562049362962963 -0.449629089858025 -0.70350573962963 -0.624719439587654 -0.600180381941975 -0.635139935530864 -0.756154741728395 -0.720973077654321 -0.559880353407407 -0.587574010696296 -0.727807227530864 -0.780253859506173
"SITTING" 22 0.279089402181818 -0.0164024198409091 -0.217945883734773 -0.289948109545455 0.535749800431818 -0.355451835806818 0.0752598377045455 0.00435988356136364 0.0580261217545455 -0.0220596408840909 -0.0832705451590909 -0.298652320077273 -0.0979764281136364 -0.0397886629109091 -0.262319423772727 -0.146630955259091 -0.146630955259091 -0.138008955640909 0.0549709447045455 -0.212323581834091 -0.960661166363636 -0.924600721136364 -0.702797202681818 -0.191255570084523 0.035944484815 -0.999073429545455 -0.971566403409091 -0.957299913181818 -0.301818181818182 0.105296560713636 -0.169780031602273 -0.999315331590909 -0.955760395454545 -0.963197681590909 -0.757053290909091 -0.124137387061364 -0.203341655518182 -0.999059826590909 -0.874608149772727 -0.547410593506818 -0.943722943863636 -0.524405788795455 -0.9720279725 -0.475980074909091 -0.969696970227273 -0.109196237181818 -0.956839941363636 -0.907661272954545 0.725732978863636 -0.9502997175 -0.951409362411364 -0.00797432162954545 -0.972032255227273 -0.957189056363636 0.147073940238636 -0.960678354318182 -0.959759402272727 -0.0772493789090909 -0.973924923409091 -0.980005795454545 -0.934879897272727 -0.934879897272727 -0.972060468181818 -0.929609606136364 -0.982131497727273 -0.951765049318182 -0.955628056363636 -0.905265470681818 -0.970287327272727 -0.975247925227273 -0.960261225454545 -0.941050295681818 -0.962468522954545 -0.958291324318182 -0.932987778409091 -0.96371176 -0.945651062954545 -0.976524107272727
"SITTING" 23 0.266585952501299 -0.0248611545884416 0.279837146155844 0.903926734155844 -0.0818245935714286 0.265938653857143 0.0617655252337662 0.0337874359675974 0.262126600466234 0.0129241688779221 -0.0792254264084416 -0.257746107296104 -0.0933369952467532 -0.0518379716935065 -0.345866380493506 -0.0821565061103896 -0.0821565061103896 -0.00349984565324675 -0.166970585506493 0.00424452122337662 -0.601369904227273 -0.52394112374026 -0.818181818272727 -0.151645105481818 0.0298943043506494 -0.92145799038961 -0.633501156611688 -0.640920558583117 -0.337142857142857 0.0186626525584416 -0.162262582354156 -0.922234748181818 -0.696139215701299 -0.57844222525974 -0.899686518961039 -0.0255166535155844 -0.0544510394649351 -0.974008856363636 -0.785938199896104 -0.713563937077922 -0.877963304415584 -0.73780926861039 -0.884781885584416 -0.698781701207792 -0.875077302727273 -0.116933973219481 -0.605202307612987 -0.480478845887013 -0.197812831675325 -0.962840564025974 -0.951665484285714 0.0190276158448052 -0.634537622116883 -0.642759606285714 0.0250189436233766 -0.763887428311688 -0.595093088558442 -0.0642074994792208 -0.75312318961039 -0.686286949181818 -0.499415770006494 -0.499415770006494 -0.617905358597403 -0.554163090566234 -0.710178159272727 -0.49565860311039 -0.607995519792208 -0.491563840369221 -0.618403385402597 -0.67026119838961 -0.671675158636364 -0.592143080984416 -0.786304491558442 -0.610028824337662 -0.550650715116883 -0.595383482532468 -0.63628543388052 -0.702761923077922
